,time_id,road_id,segment,flow,speed,var_flow_8,var_speed_8,var_space_flow_8,var_space_speed_8,diff_flow_8,diff_speed_8,diff_kalman_flow,diff_kalman_speed,result_flow,is_crash
1325,1,3,110,114,49,19.7,20.8,303.952381,71.80952381,-4.0,6.75,-2.9362773,0.08829528,0.0,0
1326,1,2,119,63,80,29.5,0.3,583.352381,3.780952381,6.25,0.5,1.78824994,0.06376849,0.0,0
1327,1,3,115,119,37,12.8,4.3,202.0,384.9809524,0.75,-2.0,1.3148561,-0.7251097,0.0,0
1328,1,1,115,132,23,75.2,9.3,1050.12381,241.2095238,7.25,1.75,1.3458706,-0.13605309,0.0,0
1329,1,3,218,70,70,98.5,2.8,209.6666667,6.6,8.75,-1.75,4.96802861,-1.09941475,0.0,0
1330,1,1,112,128,67,331.5,14.7,2935.666667,28.4952381,-28.75,5.25,-18.0830687,1.08571157,0.0,0
1331,1,4,111,136,3,166.0,0.2,365.2380952,941.4095238,-21.25,-1.0,-6.0243002,0.002534357,-273.1016091,1
1332,1,4,106,157,17,52.0,2.5,1812.952381,21.92380952,8.75,2.5,2.0690571,-0.36737156,0.0,0
1333,1,4,115,263,52,391.2,13.2,973.2380952,41.52380952,28.5,-5.25,17.079171,-3.47759129,0.0,0
1334,1,1,216,161,60,181.2,12.2,856.352381,13.78095238,21.0,-4.0,13.2680997,-2.38751084,0.0,0
1335,1,5,105,124,70,308.3,3.7,980.552381,10.88571429,-7.0,0.25,81.34527156,-0.11327363,0.0,0
1336,1,1,107,231,24,65.7,2.3,1534.495238,317.0666667,-11.5,-2.0,-1.3915948,-0.12796627,0.0,0
1337,1,6,104,154,66,243.2,8.3,1521.638095,88.74285714,19.0,-4.5,133.3353928,-0.05273862,0.0,0
1338,1,2,211,116,20,262.2,8.7,610.6380952,15.71428571,-19.0,-2.75,-9.2705037,-0.03182063,-53.76892146,0
1339,0,5,107,36,77,68.7,11.3,50.74285714,11.83809524,-4.75,-5.5,-34.42747141,-2.63697421,0.0,0
1340,0,1,104,55,76,286.7,0.0,276.2380952,14.52380952,19.0,0.0,7.74869745,0.0,0.0,0
1341,1,3,123,104,72,66.7,169.3,436.8571429,157.0285714,-14.75,19.25,-4.4436621,5.77938715,0.0,0
1342,1,2,206,79,8,324.7,10.2,2970.266667,280.9809524,-10.25,-2.75,-0.59187933,1.62e-05,0.0,0
1343,1,4,133,176,21,289.5,48.5,1029.238095,440.4095238,-2.5,-8.75,-1.3313907,0.10216574,0.0,0
1344,1,4,111,150,4,68.8,0.3,315.4952381,941.6952381,-10.75,-0.5,-3.6254458,0.036517398,-135.9542175,1
1345,1,1,108,151,68,555.7,4.8,2157.352381,38.35238095,37.75,-0.75,16.45567,-0.20924983,0.0,0
1346,0,1,107,197,70,64.8,2.7,903.6952381,8.780952381,8.25,2.75,0.0004387,0.22343198,0.0,0
1347,1,4,111,214,44,33.2,9.0,683.552381,91.12380952,-11.0,-1.25,-4.4251935,-0.58679801,0.0,0
1348,1,6,205,78,86,174.7,11.5,357.6952381,891.0285714,-21.0,6.25,74.79769119,-0.59904358,0.0,0
1349,1,3,108,69,59,27.3,4.3,1892.638095,125.352381,0.75,0.5,0.40223022,-0.32799231,0.0,0
1350,1,3,109,130,66,69.2,6.5,788.1142857,27.17142857,-5.25,0.0,-1.1835048,-0.41754238,0.0,0
1351,1,1,104,141,65,315.3,2.3,5462.971429,173.4095238,-21.75,-2.0,-14.5348878,-0.00840749,0.0,0
1352,1,4,108,133,77,197.2,5.2,439.2571429,734.4952381,-26.5,0.25,-10.4712114,0.04553337,0.0,0
1353,1,1,111,177,25,286.3,22.5,230.5444444,16.27777778,29.5,2.5,19.2645336,0.83298905,0.0,0
1354,0,3,115,39,35,24.8,9.0,188.352381,803.0952381,-5.75,0.0,-2.50337114,0.25588649,0.0,1
1355,1,5,108,63,68,44.7,13.5,52.25714286,22.78095238,-12.75,0.0,-29.9035052,-0.84662291,0.0,0
1356,1,1,108,201,64,122.3,48.7,2956.971429,103.4,23.25,6.0,9.2846088,0.21173559,0.0,0
1357,1,1,108,141,32,726.8,21.8,1541.542857,54.35238095,10.75,4.25,-3.486057,-0.18940536,0.0,0
1358,1,3,104,96,66,248.2,13.2,1236.809524,349.5428571,-24.75,5.25,-15.2729051,0.43618155,0.0,0
1359,1,4,230,199,70,128.7,3.3,583.5238095,15.4952381,19.75,2.0,2.5885455,0.0010311,0.0,0
1360,1,6,107,164,67,622.8,2.5,1166.838095,13.28571429,-34.5,2.5,14.5622146,1.50514346,-59.01301833,0
1361,0,2,115,118,63,165.5,9.7,1534.838095,238.8380952,8.75,0.25,3.5487952,0.41797327,0.0,0
1362,1,3,102,96,63,98.2,278.5,462.2095238,189.2380952,-15.25,31.25,-7.3497056,2.64763924,0.0,0
1363,1,1,216,135,65,173.0,9.0,1308.780952,12.83809524,-11.25,1.25,-8.2839492,1.40850204,0.0,0
1364,0,5,203,115,60,32.2,15.5,503.5428571,51.55238095,-5.25,-5.0,60.11031321,-0.80779514,0.0,0
1365,0,5,203,83,66,387.7,189.0,240.0666667,374.4285714,-0.25,3.75,33.79929302,-1.58268752,0.0,0
1366,1,1,108,166,67,348.8,206.2,892.3142857,106.0952381,35.5,11.0,15.7682898,-0.00231505,0.0,0
1367,1,4,216,212,72,322.8,4.7,740.8095238,27.57142857,35.75,2.25,33.1417681,1.01066171,0.0,0
1368,0,4,109,5,80,7.3,0.0,4.980952381,5.952380952,-2.0,0.0,-1.152569151,0.0,0.0,0
1369,1,6,110,110,13,1912.3,266.0,1912.3,266.0,-54.5,-16.25,81.76880396,-0.24919995,-286.5881514,0
1370,1,1,106,102,12,603.5,24.3,1867.828571,244.5428571,-8.75,-5.75,2.68085772,0.04146295,0.0,0
1371,1,1,108,118,68,308.0,307.0,981.0285714,176.9238095,-23.75,21.25,-9.5410797,-0.04060999,0.0,0
1372,1,2,108,210,25,197.3,3.7,1355.695238,9.742857143,13.25,1.0,2.4665993,-0.2660022,0.0,0
1373,1,3,112,127,50,121.3,50.2,121.3,50.2,8.0,-7.75,7.4825748,-3.67091438,0.0,0
1374,1,1,106,98,19,3186.3,84.8,6110.666667,410.1714286,-74.5,-14.25,-9.8093032,0.03513724,-50.59535335,1
1375,1,5,104,78,80,43.3,1.3,717.7142857,18.06666667,0.75,1.75,20.54634548,0.09988898,0.0,0
1376,1,2,112,108,67,706.5,43.5,369.3809524,116.0952381,0.0,1.25,-0.5239762,-0.17207413,0.0,0
1377,1,3,228,89,73,43.7,11.5,290.2380952,118.352381,12.75,-5.0,8.35450669,-0.65271037,0.0,0
1378,1,1,215,246,56,284.8,15.3,1538.257143,80.35238095,24.5,-7.0,24.0523683,-4.03992094,0.0,0
1379,1,6,209,80,64,64.2,17.3,95.23809524,17.92380952,2.25,6.75,81.0,2.26362739,0.0,0
1380,1,3,112,110,54,76.5,20.8,76.5,20.8,-6.25,-0.75,-4.3348128,0.2978411,0.0,0
1381,1,3,110,116,44,21.2,4.3,612.8285714,58.83809524,-0.25,3.25,-0.8834477,0.15335441,0.0,0
1382,0,2,203,10,81,1.0,0.0,12.12380952,0.952380952,0.0,0.0,-1.22689955,0.0,0.0,0
1383,1,2,116,96,63,30.2,17.3,1059.12381,237.352381,7.75,-2.0,4.57633085,0.1154583,0.0,0
1384,1,2,112,114,53,1199.7,25.3,1260.495238,537.7809524,43.5,-9.5,20.31665635,-3.20877157,0.0,1
1385,1,4,229,178,68,886.8,4.3,1193.980952,11.23809524,-42.0,0.5,87.06636717,0.0,0.0,0
1386,1,3,218,106,67,57.2,9.5,311.2380952,138.4571429,-6.0,2.5,-3.0307652,1.62929698,0.0,0
1387,1,2,110,240,51,318.7,5.2,1398.780952,350.7428571,16.0,-3.5,4.5845893,0.04968176,0.0,0
1388,1,4,103,71,86,348.8,3.5,676.2571429,1135.971429,-19.25,3.75,-9.15934145,-0.30330194,0.0,0
1389,1,3,110,53,10,527.5,78.2,283.6952381,426.8285714,-28.75,-12.25,-9.9951033,-0.08896907,-52.97404749,0
1390,0,1,109,73,76,45.3,1.3,151.7809524,1.266666667,3.25,0.5,2.36174852,-0.00422867,0.0,0
1391,0,6,107,89,79,158.5,8.5,209.2666667,5.40952381,-20.0,3.75,-73.8576655,2.2190301,0.0,0
1392,0,3,223,38,76,63.2,0.0,82.27777778,10.0,-3.5,0.0,-1.87769592,3.47e-05,0.0,0
1393,0,3,114,33,3,25.3,4.0,44.32222222,272.6777778,2.0,-2.5,-0.40334845,0.031625674,0.0,0
1394,1,1,113,166,11,724.7,5.3,1825.095238,366.8095238,-43.5,-4.25,-29.2101539,-0.42581947,-440.807777,1
1395,1,3,108,73,59,50.8,2.2,1820.142857,173.4571429,-9.5,2.75,-4.44680389,0.81863589,0.0,0
1396,1,4,108,149,66,960.8,122.5,803.8380952,83.78095238,-24.5,0.0,-17.4212457,-2.00093939,0.0,0
1397,1,4,109,186,20,236.8,3.8,301.6857143,539.4952381,-10.5,-3.25,-2.3239329,0.22975667,0.0,0
1398,1,4,207,132,77,320.0,8.8,999.0666667,33.0952381,-35.0,5.75,21.7150042,0.0,0.0,0
1399,1,1,101,73,16,123.2,15.3,1608.666667,13.65555556,13.5,4.5,9.88678261,0.0038359,0.0,1
1400,1,4,133,173,65,288.5,7.3,1467.495238,38.4952381,-16.25,2.0,-10.7750474,-0.32876292,0.0,0
1401,1,6,110,207,34,126.8,68.3,126.8,68.3,-12.0,-1.75,133.0875787,0.38753688,0.0,0
1402,0,2,109,214,59,392.0,23.8,1310.257143,98.31428571,41.25,-7.0,20.0264548,-1.03878958,0.0,0
1403,0,4,203,60,71,112.8,5.0,2496.952381,12.78095238,19.25,0.0,19.73955035,-1.29966527,0.0,0
1404,1,3,115,119,39,21.7,1.7,175.6666667,404.2666667,4.0,0.25,0.8402289,0.85253143,0.0,0
1405,1,6,110,140,72,1021.3,2.5,1021.3,2.5,1.75,-2.5,96.72656381,-0.51855042,0.0,0
1406,0,4,115,120,64,93.2,2.7,786.6952381,8.028571429,-6.5,-2.75,-8.8052574,-1.91014136,0.0,0
1407,1,3,110,100,68,58.5,22.3,377.9809524,18.17142857,-7.5,8.25,-5.5135538,0.23576999,0.0,0
1408,1,6,110,169,71,308.8,4.3,308.8,4.3,25.75,-1.75,124.8149089,-0.00998165,0.0,0
1409,1,4,108,185,66,212.2,4.7,1179.92381,388.9238095,12.75,-4.0,8.3007681,0.59420728,0.0,0
1410,1,4,207,184,61,1460.8,2.2,1563.92381,147.0666667,58.0,-2.75,98.78448553,0.0,0.0,0
1411,0,2,115,117,63,14.3,6.7,1389.066667,224.952381,0.5,1.0,2.4497224,0.26307631,0.0,0
1412,1,3,216,56,75,22.0,0.8,216.4095238,432.2666667,-7.5,0.75,-6.77745441,0.00234178,0.0,0
1413,0,4,119,87,77,168.5,1.2,169.9809524,6.980952381,-3.75,0.25,-3.36570092,0.00325638,0.0,0
1414,1,4,228,120,80,68.8,9.5,544.0,7.4,-13.0,5.0,-48.8714261,0.0,0.0,0
1415,1,4,107,242,33,39.7,2.2,737.352381,224.5238095,10.25,-2.25,1.721517,0.37237183,0.0,0
1416,1,2,110,239,50,7.3,1.2,1302.638095,234.6,1.75,1.0,-0.1482518,0.00137566,0.0,0
1417,1,2,209,63,11,94.7,1.3,473.0666667,10.6952381,-4.0,-0.75,-0.88231233,-0.19330297,0.0,0
1418,1,3,227,63,9,199.2,4.5,151.4,509.9809524,-5.25,0.0,-8.48104597,-0.053150063,-59.36732179,0
1419,1,2,209,76,12,45.7,0.7,447.0285714,25.11428571,9.0,0.25,3.97654343,0.00152124,0.0,0
1420,1,1,101,71,67,109.3,8.3,3975.822222,250.3222222,4.5,3.25,3.08271488,1.46e-05,0.0,0
1421,1,6,106,132,72,127.2,2.2,772.0444444,8.1,3.5,-2.75,-0.9671394,-1.53736339,0.0,0
1422,1,3,216,70,78,100.8,5.3,374.952381,105.9809524,-11.75,2.0,-9.14529929,0.07058173,0.0,0
1423,1,2,209,48,9,33.5,0.5,520.4095238,18.14285714,-11.25,-1.25,-6.42059125,0.001531347,0.0,0
1424,1,3,117,94,68,29.3,3.7,103.7809524,16.4952381,-10.5,1.0,-8.9765678,0.29287813,0.0,0
1425,1,4,211,217,72,132.8,3.3,1468.495238,58.0952381,8.25,3.25,33.9040037,0.52675149,0.0,0
1426,1,5,107,68,80,68.3,5.2,53.40952381,16.98095238,-8.0,0.25,25.80442207,0.40159886,0.0,0
1427,1,2,109,235,17,490.2,5.7,1478.428571,255.7809524,29.0,-3.5,9.1793508,-0.62444067,0.0,0
1428,1,5,108,71,68,25.8,245.2,72.55238095,292.6380952,4.25,25.25,-13.36728703,3.30305004,0.0,0
1429,1,4,108,205,23,168.5,4.8,441.7809524,18.26666667,15.0,-0.5,5.2087155,0.21885968,0.0,0
1430,1,4,111,195,66,278.2,2.8,831.5238095,17.4952381,-29.75,3.0,-10.5294349,-0.56332499,0.0,0
1431,1,4,112,166,65,232.8,13.3,877.0285714,5.352380952,19.5,-0.5,11.7140947,-0.2778008,0.0,0
1432,1,2,111,170,53,401.5,19.7,1150.780952,109.5238095,12.5,-2.25,4.7757666,-0.40668885,0.0,0
1433,1,6,102,197,53,441.2,9.3,6290.457143,39.17142857,1.5,-4.5,183.7697685,-1.40285688,0.0,0
1434,1,6,107,200,69,312.7,11.8,1108.495238,7.095238095,-23.5,4.25,56.9362272,3.25898413,-46.05422145,0
1435,1,2,116,88,72,164.8,9.0,1950.028571,259.4571429,13.0,3.75,10.60298153,0.05973675,0.0,1
1436,1,1,101,47,16,253.2,5.7,1081.388889,18.54444444,-26.5,1.5,-18.97668952,-0.00380683,-55.74402547,0
1437,0,3,233,18,78,11.8,0.0,9.066666667,46.94444444,3.0,0.0,1.44401656,0.0,0.0,0
1438,1,3,213,103,67,24.3,7.0,965.9714286,8.838095238,-10.5,-1.25,-8.250032,-0.77219539,0.0,0
1439,1,4,108,136,12,1373.8,62.7,1745.352381,35.6,-33.25,-13.5,-3.9751904,0.52089189,-45.05215787,0
1440,1,2,205,59,68,8.2,2.8,314.4555556,862.8444444,0.25,0.5,2.11291499,-0.33963264,0.0,0
1441,1,2,105,121,12,232.7,3.3,1197.12381,8.238095238,23.5,3.0,12.4550594,-0.38872023,0.0,0
1442,1,4,134,84,80,166.3,4.7,1159.209524,237.9809524,-17.0,2.75,-4.88711143,1.42178986,0.0,0
1443,0,4,220,46,79,33.5,0.5,49.20952381,2.4,2.5,0.0,27.39842509,0.20233109,0.0,0
1444,0,1,116,47,81,27.3,1.2,20.20952381,5.495238095,10.5,-1.5,7.29550876,0.01756283,0.0,0
1445,0,6,107,147,73,57.5,1.7,240.0,3.695238095,7.5,1.5,-4.7785767,1.01071163,0.0,0
1446,0,2,113,87,88,258.3,19.3,774.9809524,128.1428571,-15.75,5.5,-1.71887799,0.03646503,0.0,0
1447,1,2,111,179,43,156.5,29.7,1414.266667,22.52380952,20.0,-11.5,11.3681739,-1.46242729,0.0,0
1448,1,4,238,95,82,70.3,1.2,56.06666667,3.742857143,-4.25,-1.0,16.99600828,-0.82827251,0.0,0
1449,1,3,206,84,69,99.2,4.7,407.8285714,18.68571429,2.25,-1.0,-0.58141131,0.32237763,0.0,0
1450,1,4,133,184,36,130.3,2.5,908.8380952,326.8285714,0.5,-2.5,2.345247,0.10002405,0.0,1
1451,1,4,108,61,3,203.5,1.7,895.4952381,17.98095238,-5.0,-1.5,-3.61697959,0.00197327,-73.54525166,0
1452,1,4,134,123,73,26.5,0.3,684.3809524,331.9714286,2.5,-0.5,1.7051097,0.02948058,0.0,0
1453,1,4,112,148,69,524.0,6.5,941.8380952,58.26666667,-50.0,5.0,-28.0309626,3.51387371,-60.12438355,0
1454,1,6,110,159,70,116.2,2.2,116.2,2.2,-0.25,-0.25,126.0,-0.35128401,0.0,0
1455,1,4,211,214,21,427.5,9.0,1295.314286,172.8095238,28.75,3.75,77.599809,0.32400363,0.0,0
1456,1,4,214,174,73,52.2,1.7,1443.352381,20.11428571,-14.0,1.5,17.6713754,0.35396287,0.0,0
1457,0,4,219,69,78,52.2,1.3,218.952381,10.4952381,-10.25,-0.75,-164.8808624,-0.15379336,0.0,0
1458,0,5,107,19,84,36.8,1.2,24.92380952,11.45714286,-3.25,1.0,-56.70716423,0.79697812,0.0,0
1459,0,2,217,51,10,7780.3,225.5,4151.12381,105.4095238,-133.25,-22.5,-27.91189089,-0.12424491,-142.3506435,0
1460,1,4,134,68,79,199.2,2.3,1454.4,331.9809524,-25.25,0.5,-9.38631304,0.96924559,0.0,0
1461,1,4,110,127,74,19.8,2.2,553.4952381,807.4952381,2.0,-1.0,1.5307375,0.2277192,0.0,0
1462,1,1,109,93,21,393.5,308.7,797.8380952,128.7428571,-41.25,-32.25,-15.211321,0.89366863,-67.36442157,0
1463,0,3,217,111,60,361.3,32.5,448.7428571,55.31428571,19.5,-2.5,19.44836237,-2.85228435,0.0,0
1464,1,1,216,168,62,376.8,4.7,1065.838095,18.02857143,30.75,-1.5,19.9478266,-1.36182903,0.0,0
1465,1,4,108,121,9,15.5,0.3,267.7809524,11.0952381,6.25,-0.5,3.8321411,2.07e-05,0.0,0
1466,1,5,101,68,62,330.8,3.7,205.2111111,13.87777778,2.0,-4.0,-53.6842306,0.0,0.0,0
1467,1,4,106,193,66,103.2,9.7,1940.780952,128.352381,6.5,-3.5,0.8247108,1.28053994,0.0,0
1468,1,6,207,172,27,40.7,3.5,2083.571429,282.7809524,2.25,1.25,173.0,1.29525051,0.0,0
1469,0,2,110,118,22,2498.3,117.8,4073.75641,179.3589744,-65.5,-18.0,-8.9893521,0.20318094,-48.21561581,1
1470,1,3,118,89,22,70.5,26.0,341.4095238,363.6380952,3.75,-1.25,3.47620045,0.30925268,0.0,0
1471,1,3,112,125,52,425.7,50.7,425.7,50.7,21.5,-6.5,8.8991416,-0.84624065,0.0,0
1472,1,1,214,139,43,24.7,8.5,1529.92381,91.31428571,9.75,-6.25,4.0050473,-3.15206049,0.0,0
1473,1,4,104,114,71,716.8,2.2,693.6666667,40.82857143,-43.0,2.25,-24.3249562,-0.54934125,0.0,0
1474,0,1,111,194,61,492.8,19.3,641.8222222,21.87777778,19.25,-0.5,12.9147868,-2.75895,0.0,0
1475,1,3,110,91,66,95.5,21.5,221.7142857,10.11428571,6.25,-3.75,2.80859964,-0.15661599,0.0,0
1476,0,3,124,88,69,246.3,2.7,352.1238095,26.98095238,-28.0,2.25,-15.7309962,0.66103533,0.0,0
1477,0,3,116,11,82,7.2,0.0,9.980952381,85.95238095,1.5,0.0,1.170551464,0.0,0.0,0
1478,1,3,110,100,29,326.3,102.5,972.2095238,42.02857143,10.5,6.25,1.95569208,-0.21784844,0.0,0
1479,1,2,115,82,72,21.3,7.7,1603.285714,55.92380952,-4.5,2.75,-7.09222262,1.18448849,0.0,0
1480,1,5,106,56,74,34.3,1.2,741.3142857,14.23809524,-12.0,-1.0,24.80434235,-0.12268656,0.0,0
1481,1,4,125,165,38,51.8,159.7,394.8857143,540.9809524,-6.75,-18.5,-5.1877937,0.0687969,0.0,0
1482,1,5,209,39,72,16.7,7.8,155.9809524,88.63809524,4.75,1.75,17.69003859,1.33969106,0.0,0
1483,1,1,108,203,66,430.7,5.7,3039.266667,120.552381,35.25,-4.75,10.5112686,-0.2345269,0.0,0
1484,1,1,115,151,52,24.3,3.7,481.1428571,73.28571429,-5.75,-3.5,-1.9078202,0.30354553,0.0,0
1485,1,3,228,45,43,10.3,0.5,1094.685714,297.4,-5.5,0.0,-5.60942452,0.00027583,0.0,1
1486,1,1,106,151,24,134.3,50.5,1991.780952,322.2380952,-21.75,-10.0,-5.3030403,0.12797341,0.0,0
1487,1,4,120,163,68,921.5,22.5,1201.066667,361.8857143,-1.25,0.0,1.5008139,-0.85365521,0.0,0
1488,1,4,134,92,74,202.2,3.7,619.2571429,405.4,-15.25,-1.0,-6.19332219,-1.32634252,0.0,0
1489,1,1,107,230,30,121.2,25.5,1172.742857,171.2095238,-10.25,-2.5,-0.9797376,0.67426639,0.0,1
1490,1,4,110,57,79,43.7,2.5,339.4095238,1259.457143,-4.0,-2.5,-2.07567833,0.10432532,0.0,0
1491,1,5,209,28,70,36.7,2.3,335.5714286,47.25714286,-8.5,1.75,17.43456775,0.18790032,0.0,0
1492,1,4,111,238,38,51.3,99.2,1350.409524,171.1428571,3.0,-3.5,3.2137004,-0.93208014,0.0,0
1493,1,3,228,53,43,197.3,71.8,1071.809524,263.0666667,-7.0,8.25,-3.87650599,0.23216007,0.0,1
1494,1,4,108,110,12,1282.8,67.8,1984.685714,45.82857143,-43.0,-9.25,-13.4487702,-0.05173631,-123.2803935,0
1495,0,3,202,53,71,172.7,1.7,1175.955556,69.65555556,12.25,-1.0,6.2595552,-0.25068196,0.0,0
1496,0,6,110,135,70,148.8,2.7,148.8,2.7,-1.75,-2.75,-3.3600346,-0.78774871,0.0,0
1497,1,2,210,105,55,51.3,7.7,573.8285714,85.6952381,-6.75,4.75,-2.4971775,0.38262004,0.0,0
1498,1,4,110,96,83,314.0,2.7,450.2571429,1329.352381,37.5,1.5,12.53519212,-0.10432519,0.0,0
1499,1,6,206,110,24,86.3,5.7,938.0666667,849.6666667,-13.25,4.0,111.0,-0.08302036,0.0,0
1500,1,3,110,105,33,78.8,29.2,46.4952381,99.40952381,10.75,4.0,4.1366595,-0.13853736,0.0,0
1501,1,4,134,112,74,174.8,7.7,942.6380952,655.352381,0.5,-2.25,-0.0435944,-1.92280266,0.0,0
1502,1,2,110,171,73,135.7,10.7,3189.638095,11.92380952,-18.5,6.0,-4.3432746,-0.20980715,0.0,0
1503,1,2,216,160,17,148.8,2.7,2728.552381,29.4952381,3.0,2.25,-3.0137974,-0.02900563,0.0,0
1504,1,4,102,112,77,60.7,0.5,1667.028571,116.7428571,-4.75,0.0,-0.1115625,2.18e-06,0.0,0
1505,1,3,229,119,49,10.7,5.2,767.1238095,136.2380952,-4.75,2.75,-1.8352046,0.7126895,0.0,0
1506,0,3,114,37,2,76.0,0.7,196.7111111,322.7666667,3.75,-1.5,-0.99022127,0.614212563,0.0,0
1507,1,4,110,108,12,24.8,2.3,2042.0,374.6952381,-10.75,-0.5,-3.8375935,-3.07e-05,0.0,0
1508,1,6,107,190,68,357.8,2.3,1000.352381,10.82857143,0.75,2.0,47.604717,0.48870496,0.0,0
1509,1,3,110,102,29,15.2,7.2,390.0952381,13.4952381,2.25,1.5,0.5505389,1.33e-05,0.0,0
1510,1,5,209,36,70,49.3,4.7,312.9809524,39.23809524,5.5,1.5,18.14975867,0.86944726,0.0,0
1511,1,4,110,63,80,1504.7,3.3,2574.495238,269.2571429,-34.0,-0.75,-1.24918972,0.22773917,0.0,0
1512,1,2,110,214,60,68.2,6.7,3015.516484,7.802197802,-12.75,4.0,-2.4917358,0.00271612,0.0,0
1513,1,1,108,173,70,1123.3,5.0,2704.209524,45.55238095,54.5,1.25,15.7669571,0.10208503,0.0,0
1514,1,5,108,65,73,53.7,4.3,86.52380952,11.26666667,2.75,2.0,-6.71069212,0.85489737,0.0,0
1515,0,3,233,73,64,143.5,1.7,145.0666667,6.677777778,-3.75,1.0,-3.53625877,-0.04052038,0.0,1
1516,1,2,111,177,48,74.8,73.7,707.6666667,38.55238095,2.0,1.5,3.7271095,-1.49366878,0.0,0
1517,1,5,108,59,78,94.7,11.2,85.02857143,12.55238095,-9.75,6.0,14.17027207,1.23035673,0.0,0
1518,0,1,212,34,69,35.5,0.0,136.1142857,2.142857143,-10.0,0.0,-7.79616513,0.0,0.0,0
1519,1,1,111,155,24,344.3,2.3,204.2222222,3.433333333,9.5,3.0,6.3196994,-2.47795078,0.0,0
1520,1,2,110,225,56,212.7,9.0,3083.12381,14.4,26.0,-6.25,8.4994743,0.15744736,0.0,0
1521,1,3,229,127,46,21.2,6.2,1043.638095,21.35238095,6.0,1.0,2.4527707,0.58616022,0.0,0
1522,0,2,114,185,39,52.8,0.8,958.2666667,184.6,5.5,0.5,5.0511496,0.06769571,0.0,0
1523,1,4,112,186,64,324.0,2.2,811.1238095,6.40952381,30.0,-0.25,17.596895,-0.77498263,0.0,0
1524,0,3,107,101,55,100.5,4.3,851.0952381,48.82857143,-2.5,-1.75,-2.3164838,-0.20802925,0.0,0
1525,1,5,108,63,74,61.2,6.0,102.4571429,9.095238095,-9.75,5.0,32.94163302,1.4617717,0.0,0
1526,0,2,107,110,9,36.7,1.7,833.9714286,853.2666667,-7.75,-2.25,-1.6379718,-0.004187423,0.0,0
1527,1,5,108,74,69,40.3,13.3,60.98095238,25.06666667,4.25,3.0,-14.72049466,1.65391596,0.0,0
1528,1,4,107,237,38,12.5,4.7,725.1142857,53.17142857,0.0,2.25,-0.1864497,0.3223637,0.0,0
1529,1,4,112,168,64,254.0,8.7,801.9809524,3.980952381,15.0,-1.5,5.598541,-0.76574009,0.0,0
1530,1,6,110,164,68,125.3,4.7,125.3,4.7,14.5,-4.0,129.7540699,-0.87756229,0.0,0
1531,0,6,203,184,54,369.8,5.3,577.2666667,134.6857143,-2.0,-1.75,79.1995658,-1.45106582,0.0,0
1532,0,2,201,122,67,163.7,3.5,867.1555556,325.5111111,-3.5,1.25,-2.1734375,0.3669961,0.0,0
1533,1,4,108,116,9,1065.2,13.3,881.2571429,22.57142857,3.5,2.0,-3.0122414,0.212496144,0.0,0
1534,1,4,115,217,59,176.3,3.2,1507.604396,52.28571429,-14.25,2.25,-10.5789318,1.74874794,0.0,0
1535,1,2,112,162,28,69.3,14.0,1191.552381,103.0285714,-14.25,-2.5,-11.5748591,-0.93678647,-66.96882765,0
1536,1,6,110,141,72,125.3,4.7,125.3,4.7,-9.5,1.0,108.1728546,0.6726023,0.0,0
1537,1,4,133,146,31,139.2,29.3,732.9238095,469.6952381,-13.5,1.75,-8.3705059,0.1051041,0.0,1
1538,1,1,103,281,34,281.8,15.2,2458.4,202.6857143,11.75,5.25,3.1998042,0.45597944,0.0,0
1539,0,3,228,22,84,6.8,0.0,50.11428571,46.66666667,-3.25,0.0,-2.49943065,0.0,0.0,0
1540,1,6,106,122,74,26.5,1.2,986.2666667,3.344444444,-6.25,1.5,-28.0952082,0.70702961,0.0,0
1541,0,4,218,13,84,7.0,0.0,6.257142857,6.666666667,5.0,0.0,-37.55065987,0.0,0.0,0
1542,1,4,133,190,21,715.2,5.3,930.2857143,614.6952381,23.5,-3.0,5.3876199,-0.0056417,0.0,1
1543,1,1,112,113,16,319.3,14.3,2249.409524,19.14285714,-18.25,-3.0,-13.878309,-0.8940767,-98.01555731,0
1544,1,3,108,56,60,106.3,36.8,2062.285714,248.1714286,-9.5,4.5,-8.44554328,2.18738714,0.0,0
1545,1,3,110,92,24,29.0,5.0,379.0666667,38.45714286,-8.75,-5.0,-5.09307319,-0.23020683,0.0,0
1546,1,5,206,93,73,165.5,1.7,123.7333333,193.5111111,-11.25,-1.5,31.29371415,3.79e-06,0.0,0
1547,1,4,134,117,71,80.3,5.7,994.1238095,694.4952381,15.75,-4.0,6.9222243,-2.3917771,0.0,0
1548,0,1,107,183,67,530.3,11.8,1431.552381,15.35238095,-30.5,3.0,-2.3994657,-0.96511294,0.0,0
1549,1,2,116,92,59,28.7,26.3,1067.171429,273.6857143,6.5,-9.25,2.89554507,-0.12444095,0.0,0
1550,1,6,104,124,72,240.0,8.2,1404.209524,70.40952381,-31.25,4.75,107.2499683,0.10169302,0.0,0
1551,1,3,205,120,29,1232.5,3.3,902.2666667,637.2666667,35.0,2.0,25.28513663,0.06760461,0.0,0
1552,1,4,102,89,80,145.5,1.7,1351.952381,144.1142857,-21.25,1.0,-7.73319927,2.18e-06,0.0,0
1553,1,4,106,204,26,84.8,1.5,1743.209524,96.4952381,-16.75,-1.25,-8.5870949,0.85067466,-67.37566768,0
